,country1,country2,geo_dist,religious_dist,relig_diff(7),geo_dist_new
676,CYP,KEN,4068.911,0.588,-1.33662174810881,3853.7889133288513
677,CYP,KGZ,3625.021,0.133,0.235875725116595,3658.031580072878
678,CYP,KOR,7997.833,0.923,-0.361984478373139,8189.815846080435
679,CYP,LBN,242.84,0.317,0.104154372227053,280.22023495873157
680,CYP,LBY,1875.612,0.756,1.07043400961493,1705.755210044021
682,CYP,MAR,3655.747,0.653,1.10173196477256,3736.0008294201252
684,CYP,MEX,12144.71,0.065,-1.12146454662824,11958.2596013478
685,CYP,MMR,6315.735,0.567,1.01596604400358,6221.009317847694
686,CYP,MNG,6044.165,1.02,0.68189353185869,5935.409696545451
687,CYP,MYS,7843.067,0.398,0.533966590896952,9003.826500950629
688,CYP,NGA,3911.286,0.704,-0.524962504035366,3843.3628287494284
689,CYP,NIC,11775.566,0.244,-1.09562819644433,11630.211166384064
691,CYP,NLD,10263.132,0.8,-0.732105949274338,2913.0430606030077
692,CYP,NZL,16605.454,0.665,-0.806493262194919,16442.305565234725
693,CYP,PAK,3619.058,0.638,0.97828580479386,3378.72551091819
694,CYP,PER,12623.562,0.008,-0.966341733819271,12275.880245153381
695,CYP,PHL,8865.366,0.629,-1.2078009823281,9242.198766884952
697,CYP,ROU,1201.305,0.029,-0.98635247752548,1384.0487959840634
698,CYP,RUS,2310.999,0.58,-1.01085878923965,2733.185027242736
699,CYP,SGP,8160.054,0.305,0.2960795047204,8171.876070877554
700,CYP,SRB,1531.216,0.515,-1.08538966056081,1471.831962459766
701,CYP,SVK,1968.176,0.635,-1.09677114223428,1920.6011423721304
702,CYP,THA,7067.68,0.114,1.33043390148754,7042.531263210537
703,CYP,TJK,3152.254,0.304,0.943019158777321,3520.6008600562445
704,CYP,TUN,2089.264,0.68,1.10336165988803,2210.471784877905
705,CYP,TUR,531.117,0.265,1.08357663683445,508.71502085015834
706,CYP,TWN,8281.535,0.625,0.290209406620494,8340.683282053358
707,CYP,UKR,1712.356,0.24,-1.05889071718812,1648.7432117926273
708,CYP,URY,12108.07,0.907,-1.03467495608795,11948.721749036213
709,CYP,USA,9565.455,0.49,-1.1863130490883,10306.588886650516
710,CYP,UZB,3183.283,0.166,0.922666925433508,2784.8085677640956
711,CYP,VEN,10250.491,0.117,-1.11082686212177,10244.717831618027
712,CYP,VNM,7130.474,0.859,0.510484643266029,7081.184024806687
713,CYP,ZWE,5897.395,0.637,-1.07622419747799,5994.360661237564
714,CZE,DEU,281.321,0.477,-0.499677534227134,421.09735891282526
715,CZE,ECU,10238.185,1.519,0.0471543085992446,10370.064190904739
